Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
4.136,808.50429,1236.6314,1031.0124,0,0.32813394,1.7581657,0.10262476,0.10065299,0.82257154,1.0195898,6.2007733,0.0009413174
4.138,807.44517,1235.1915,1029.9552,0,0.327929,1.7579645,0.1024698,0.10056794,0.82181765,1.0189112,6.2011495,0.00094046485
4.14,806.38718,1233.7541,1028.8991,0,0.32772437,1.7577636,0.10231526,0.10048306,0.82106434,1.0182339,6.2015253,0.00093961413
4.142,805.33033,1232.3192,1027.8442,0,0.32752004,1.7575628,0.10216115,0.10039837,0.8203116,1.0175579,6.2019008,0.00093876525
4.144,804.27462,1230.8868,1026.7904,0,0.32731603,1.7573621,0.10200747,0.10031385,0.81955944,1.0168832,6.202276,0.00093791818
4.146,803.22004,1229.4568,1025.7378,0,0.32711232,1.7571617,0.10185422,0.10022951,0.81880786,1.0162099,6.2026508,0.00093707294
4.148,802.1666,1228.0293,1024.6863,0,0.32690892,1.7569614,0.10170139,0.10014535,0.81805685,1.0155378,6.2030253,0.00093622952
4.15,801.11428,1226.6042,1023.6359,0,0.32670582,1.7567613,0.10154898,0.10006136,0.81730642,1.014867,6.2033995,0.0009353879
4.152,800.0631,1225.1816,1022.5867,0,0.32650303,1.7565613,0.10139699,0.099977557,0.81655656,1.0141976,6.2037733,0.00093454809
4.154,799.01305,1223.7614,1021.5385,0,0.32630054,1.7563615,0.10124543,0.099893926,0.81580729,1.0135294,6.2041468,0.00093371008
4.156,797.96413,1222.3436,1020.4916,0,0.32609835,1.7561619,0.10109428,0.099810471,0.81505859,1.0128625,6.2045199,0.00093287386
4.158,796.91634,1220.9283,1019.4457,0,0.32589646,1.7559625,0.10094355,0.099727191,0.81431047,1.0121969,6.2048927,0.00093203943
4.16,795.86968,1219.5154,1018.401,0,0.32569487,1.7557632,0.10079324,0.099644086,0.81356292,1.0115326,6.2052652,0.00093120678
4.162,794.82414,1218.1049,1017.3574,0,0.32549359,1.755564,0.10064334,0.099561155,0.81281596,1.0108695,6.2056374,0.00093037592
4.164,793.77973,1216.6968,1016.3149,0,0.3252926,1.7553651,0.10049385,0.099478398,0.81206958,1.0102078,6.2060092,0.00092954682
4.166,792.73645,1215.2911,1015.2735,0,0.32509191,1.7551663,0.10034477,0.099395814,0.81132377,1.0095473,6.2063807,0.00092871949
4.168,791.69429,1213.8877,1014.2333,0,0.32489152,1.7549677,0.1001961,0.099313402,0.81057854,1.008888,6.2067518,0.00092789393
4.17,790.65325,1212.4868,1013.1942,0,0.32469142,1.7547692,0.10004784,0.099231163,0.8098339,1.0082301,6.2071227,0.00092707012
4.172,789.61334,1211.0882,1012.1562,0,0.32449162,1.7545709,0.09989999,0.099149096,0.80908983,1.0075734,6.2074932,0.00092624807
4.174,788.57455,1209.6921,1011.1193,0,0.32429212,1.7543728,0.099752541,0.0990672,0.80834635,1.0069179,6.2078633,0.00092542776
4.176,787.53688,1208.2982,1010.0836,0,0.32409291,1.7541748,0.099605496,0.098985475,0.80760345,1.0062638,6.2082332,0.00092460919
4.178,786.50033,1206.9068,1009.049,0,0.32389399,1.753977,0.099458853,0.09890392,0.80686112,1.0056108,6.2086027,0.00092379236
4.18,785.4649,1205.5177,1008.0155,0,0.32369536,1.7537793,0.099312611,0.098822535,0.80611938,1.0049592,6.2089719,0.00092297726
4.182,784.43059,1204.1309,1006.9831,0,0.32349703,1.7535819,0.099166767,0.098741319,0.80537822,1.0043087,6.2093408,0.00092216389
4.184,783.39739,1202.7465,1005.9518,0,0.32329899,1.7533845,0.099021321,0.098660272,0.80463765,1.0036595,6.2097093,0.00092135224
4.186,782.36531,1201.3644,1004.9217,0,0.32310123,1.7531874,0.098876272,0.098579393,0.80389765,1.0030116,6.2100775,0.00092054231
4.188,781.33434,1199.9846,1003.8926,0,0.32290377,1.7529904,0.098731617,0.098498682,0.80315824,1.0023649,6.2104454,0.00091973409
4.19,780.30449,1198.6072,1002.8647,0,0.3227066,1.7527936,0.098587355,0.098418139,0.80241941,1.0017194,6.210813,0.00091892757
4.192,779.27576,1197.2321,1001.8379,0,0.32250971,1.7525969,0.098443486,0.098337762,0.80168116,1.0010751,6.2111802,0.00091812275
4.194,778.24813,1195.8593,1000.8122,0,0.32231311,1.7524004,0.098300006,0.098257551,0.8009435,1.0004321,6.2115472,0.00091731964
4.196,777.22179,1194.4888,999.78762,0,0.3221168,1.752204,0.098156916,0.098177507,0.80018137,0.99979027,6.2119138,0.00091651821
4.198,776.19723,1193.1206,998.76429,0,0.32192077,1.7520078,0.098014204,0.098097623,0.79936923,0.99914964,6.21228,0.00091571842
4.2,775.17489,1191.7546,997.74217,0,0.32172502,1.7518118,0.09787185,0.098017887,0.79856093,0.99851009,6.212646,0.00091492016
4.202,774.15377,1190.391,996.72128,0,0.32152956,1.7516159,0.097729853,0.097938301,0.79775358,0.99787163,6.2130117,0.00091412343
4.204,773.13386,1189.0297,995.70159,0,0.32133439,1.7514202,0.097588212,0.097858864,0.79694716,0.99723426,6.213377,0.00091332824
4.206,772.11515,1187.6706,994.68312,0,0.32113949,1.7512246,0.097446927,0.097779576,0.79614169,0.99659797,6.213742,0.00091253457
4.208,771.09765,1186.3138,993.66587,0,0.32094488,1.7510292,0.097305995,0.097700435,0.79533716,0.99596276,6.2141067,0.00091174242
4.21,770.08136,1184.9592,992.64982,0,0.32075055,1.750834,0.097165417,0.097621442,0.79453356,0.99532863,6.2144711,0.00091095179
4.212,769.06627,1183.607,991.63498,0,0.3205565,1.7506389,0.09702519,0.097542597,0.79373091,0.99469558,6.2148352,0.00091016268
4.214,768.05238,1182.2569,990.62135,0,0.32036273,1.750444,0.096885314,0.097463898,0.79292919,0.9940636,6.2151989,0.00090937508
4.216,767.03969,1180.9092,989.60892,0,0.32016924,1.7502492,0.096745787,0.097385347,0.7921284,0.99343269,6.2155623,0.00090858898
4.218,766.0282,1179.5636,988.59769,0,0.31997602,1.7500546,0.096606608,0.097306941,0.79132855,0.99280285,6.2159255,0.00090780439
4.22,765.01791,1178.2203,987.58767,0,0.31978309,1.7498601,0.096467777,0.097228682,0.79052963,0.99217407,6.2162883,0.00090702129
4.222,764.00882,1176.8792,986.57885,0,0.31959043,1.7496658,0.096329292,0.097150568,0.78973165,0.99154636,6.2166508,0.00090623969
4.224,763.00092,1175.5404,985.57123,0,0.31939805,1.7494717,0.096191152,0.097072599,0.78893459,0.99091971,6.2170129,0.00090545958
4.226,761.99421,1174.2038,984.5648,0,0.31920594,1.7492777,0.096053356,0.096994775,0.78813846,0.99029412,6.2173748,0.00090468096
4.228,760.9887,1172.8694,983.55958,0,0.31901411,1.7490839,0.095915902,0.096917095,0.78734326,0.98966959,6.2177364,0.00090390382
4.23,759.98437,1171.5372,982.55554,0,0.31882255,1.7488902,0.09577879,0.09683956,0.78654899,0.98904611,6.2180976,0.00090312816
4.232,758.98123,1170.2072,981.5527,0,0.31863127,1.7486966,0.095642018,0.096762168,0.78575564,0.98842368,6.2184586,0.00090235398
4.234,757.97928,1168.8794,980.55105,0,0.31844026,1.7485033,0.095505586,0.09668492,0.78496322,0.9878023,6.2188192,0.00090158127
4.236,756.97852,1167.5538,979.55059,0,0.31824952,1.7483101,0.095369493,0.096607815,0.78417172,0.98718197,6.2191795,0.00090081002
4.238,755.97894,1166.2303,978.55132,0,0.31805905,1.748117,0.095233736,0.096530852,0.78338114,0.98656268,6.2195395,0.00090004024
4.24,754.98054,1164.9091,977.55323,0,0.31786885,1.7479241,0.095098316,0.096454032,0.78259149,0.98594443,6.2198993,0.00089927193
4.242,753.98332,1163.59,976.55633,0,0.31767893,1.7477313,0.09496323,0.096377353,0.78180275,0.98532723,6.2202587,0.00089850506
4.244,752.98728,1162.2732,975.56062,0,0.31748927,1.7475387,0.094828479,0.096300817,0.78101494,0.98471106,6.2206178,0.00089773965
4.246,751.99242,1160.9584,974.56609,0,0.31729988,1.7473463,0.09469406,0.096224421,0.78022804,0.98409592,6.2209765,0.00089697569
4.248,750.99874,1159.6459,973.57273,0,0.31711076,1.747154,0.094559973,0.096148166,0.77944206,0.98348182,6.221335,0.00089621318
4.25,750.00623,1158.3355,972.58056,0,0.31692191,1.7469618,0.094426217,0.096072052,0.77865699,0.98286874,6.2216932,0.0008954521
4.252,749.01489,1157.0272,971.58957,0,0.31673332,1.7467699,0.094292791,0.095996078,0.77787284,0.9822567,6.2220511,0.00089469247
4.254,748.02473,1155.7211,970.59975,0,0.31654501,1.746578,0.094159693,0.095920244,0.7770896,0.98164568,6.2224087,0.00089393427
4.256,747.03574,1154.4172,969.6111,0,0.31635695,1.7463863,0.094026923,0.095844549,0.77630727,0.98103568,6.2227659,0.0008931775
4.258,746.04791,1153.1153,968.62363,0,0.31616916,1.7461948,0.093894479,0.095768994,0.77552586,0.98042671,6.2231229,0.00089242215
4.26,745.06126,1151.8156,967.63733,0,0.31598164,1.7460034,0.09376236,0.095693577,0.77474535,0.97981875,6.2234796,0.00089166823
4.262,744.07577,1150.5181,966.6522,0,0.31579438,1.7458122,0.093630566,0.095618298,0.77396575,0.9792118,6.2238359,0.00089091573
4.264,743.09144,1149.2226,965.66824,0,0.31560738,1.7456211,0.093499095,0.095543158,0.77318706,0.97860587,6.224192,0.00089016464
4.266,742.10828,1147.9293,964.68545,0,0.31542064,1.7454301,0.093367947,0.095468155,0.77240928,0.97800095,6.2245478,0.00088941496
4.268,741.12627,1146.6381,963.70382,0,0.31523417,1.7452394,0.093237119,0.095393289,0.7716324,0.97739704,6.2249032,0.0008886667
4.27,740.14543,1145.3489,962.72336,0,0.31504795,1.7450487,0.093106612,0.095318561,0.77085643,0.97679414,6.2252584,0.00088791983
4.272,739.16575,1144.0619,961.74406,0,0.314862,1.7448582,0.092976424,0.095243969,0.77008136,0.97619224,6.2256133,0.00088717437
4.274,738.18723,1142.777,960.76592,0,0.31467631,1.7446679,0.092846554,0.095169514,0.76930719,0.97559134,6.2259678,0.0008864303
4.276,737.20986,1141.4942,959.78894,0,0.31449087,1.7444777,0.092717001,0.095095194,0.76853392,0.97499144,6.2263221,0.00088568763
4.278,736.23364,1140.2134,958.81312,0,0.3143057,1.7442877,0.092587764,0.09502101,0.76776156,0.97439254,6.2266761,0.00088494635
4.28,735.25858,1138.9347,957.83846,0,0.31412078,1.7440978,0.092458842,0.094946962,0.76699009,0.97379463,6.2270298,0.00088420645
4.282,734.28466,1137.6581,956.86495,0,0.31393612,1.743908,0.092330234,0.094873048,0.76621951,0.97319772,6.2273832,0.00088346794
4.284,733.3119,1136.3836,955.8926,0,0.31375172,1.7437184,0.092201939,0.094799269,0.76544984,0.97260179,6.2277363,0.00088273081
4.286,732.34029,1135.1112,954.92139,0,0.31356757,1.743529,0.092073956,0.094725624,0.76468106,0.97200685,6.2280891,0.00088199505
4.288,731.36982,1133.8408,953.95134,0,0.31338368,1.7433397,0.091946284,0.094652113,0.76391317,0.9714129,6.2284416,0.00088126066
4.29,730.4005,1132.5724,952.98244,0,0.31320004,1.7431505,0.091818921,0.094578736,0.76314618,0.97081993,6.2287938,0.00088052764
4.292,729.43232,1131.3061,952.01469,0,0.31301666,1.7429615,0.091691868,0.094505491,0.76238008,0.97022794,6.2291457,0.00087979599
4.294,728.46529,1130.0419,951.04808,0,0.31283353,1.7427726,0.091565123,0.09443238,0.76161487,0.96963693,6.2294973,0.00087906569
4.296,727.4994,1128.7797,950.08262,0,0.31265065,1.7425839,0.091438685,0.094359401,0.76085055,0.96904689,6.2298487,0.00087833676
4.298,726.53464,1127.5195,949.1183,0,0.31246802,1.7423953,0.091312552,0.094286555,0.76008711,0.96845783,6.2301997,0.00087760917
4.3,725.57103,1126.2613,948.15512,0,0.31228565,1.7422069,0.091186725,0.09421384,0.75932457,0.96786974,6.2305504,0.00087688294
4.302,724.60855,1125.0052,947.19309,0,0.31210353,1.7420186,0.091061201,0.094141257,0.75856291,0.96728262,6.2309009,0.00087615805
4.304,723.6472,1123.7511,946.23219,0,0.31192165,1.7418305,0.090935981,0.094068805,0.75780214,0.96669647,6.2312511,0.00087543451
4.306,722.68699,1122.499,945.27243,0,0.31174003,1.7416425,0.090811062,0.093996483,0.75704225,0.96611128,6.231601,0.00087471231
4.308,721.72791,1121.249,944.31381,0,0.31155866,1.7414546,0.090686445,0.093924293,0.75628325,0.96552705,6.2319506,0.00087399144
4.31,720.76997,1120.0009,943.35633,0,0.31137754,1.7412669,0.090562128,0.093852232,0.75552512,0.96494378,6.2322999,0.00087327191
4.312,719.81315,1118.7549,942.39997,0,0.31119666,1.7410794,0.090438109,0.093780302,0.75476788,0.96436147,6.2326489,0.0008725537
4.314,718.85746,1117.5108,941.44475,0,0.31101603,1.740892,0.090314389,0.0937085,0.75401152,0.96378012,6.2329976,0.00087183682
4.316,717.9029,1116.2687,940.49066,0,0.31083565,1.7407047,0.090190966,0.093636828,0.75325603,0.96319971,6.2333461,0.00087112127
4.318,716.94946,1115.0286,939.5377,0,0.31065551,1.7405176,0.09006784,0.093565285,0.75250143,0.96262026,6.2336942,0.00087040703
4.32,715.99715,1113.7905,938.58586,0,0.31047562,1.7403306,0.089945008,0.093493871,0.7517477,0.96204176,6.2340421,0.00086969411
4.322,715.04596,1112.5544,937.63515,0,0.31029598,1.7401437,0.089822471,0.093422584,0.75099484,0.96146421,6.2343897,0.00086898249
4.324,714.09589,1111.3203,936.68557,0,0.31011658,1.739957,0.089700227,0.093351426,0.75024287,0.96088759,6.234737,0.00086827219
4.326,713.14694,1110.0881,935.73711,0,0.30993742,1.7397705,0.089578275,0.093280395,0.74949176,0.96031192,6.235084,0.00086756319
4.328,712.19911,1108.8579,934.78977,0,0.30975851,1.739584,0.089456615,0.093209491,0.74874153,0.95973719,6.2354308,0.0008668555
4.33,711.25239,1107.6296,933.84355,0,0.30957984,1.7393978,0.089335246,0.093138714,0.74799216,0.9591634,6.2357772,0.0008661491
4.332,710.30679,1106.4033,932.89845,0,0.30940141,1.7392116,0.089214166,0.093068064,0.74724367,0.95859054,6.2361234,0.00086544399
4.334,709.3623,1105.179,931.95447,0,0.30922322,1.7390256,0.089093374,0.092997539,0.74649605,0.95801862,6.2364693,0.00086474018
4.336,708.41893,1103.9566,931.01161,0,0.30904528,1.7388398,0.088972871,0.092927141,0.74574929,0.95744763,6.2368149,0.00086403765
4.338,707.47667,1102.7361,930.06985,0,0.30886757,1.7386541,0.088852654,0.092856868,0.7450034,0.95687756,6.2371603,0.00086333641
4.34,706.53551,1101.5176,929.12922,0,0.30869011,1.7384685,0.088732723,0.092786721,0.74425838,0.95630842,6.2375053,0.00086263645
4.342,705.59547,1100.301,928.18969,0,0.30851288,1.7382831,0.088613076,0.092716698,0.74351422,0.95574021,6.2378501,0.00086193777
4.344,704.65653,1099.0864,927.25128,0,0.30833589,1.7380978,0.088493714,0.092646801,0.74277092,0.95517291,6.2381946,0.00086124036
4.346,703.7187,1097.8736,926.31397,0,0.30815914,1.7379126,0.088374635,0.092577027,0.74202849,0.95460654,6.2385388,0.00086054423
4.348,702.78197,1096.6628,925.37777,0,0.30798263,1.7377276,0.088255838,0.092507377,0.74128692,0.95404108,6.2388828,0.00085984936
4.35,701.84634,1095.4539,924.44268,0,0.30780636,1.7375427,0.088137323,0.092437851,0.74054621,0.95347654,6.2392264,0.00085915575
4.352,700.91182,1094.2469,923.50869,0,0.30763032,1.737358,0.088019087,0.092368449,0.73980636,0.95291291,6.2395698,0.00085846341
4.354,699.97839,1093.0418,922.57581,0,0.30745452,1.7371734,0.087901132,0.092299169,0.73906737,0.95235019,6.2399129,0.00085777232
4.356,699.04606,1091.8386,921.64403,0,0.30727895,1.7369889,0.087783454,0.092230012,0.73832923,0.95178839,6.2402557,0.00085708249
4.358,698.11483,1090.6373,920.71335,0,0.30710362,1.7368046,0.087666055,0.092160978,0.73759195,0.95122748,6.2405983,0.0008563939
4.36,697.1847,1089.4379,919.78376,0,0.30692852,1.7366204,0.087548932,0.092092065,0.73685553,0.95066749,6.2409406,0.00085570657
4.362,696.25566,1088.2404,918.85528,0,0.30675365,1.7364364,0.087432085,0.092023274,0.73611996,0.95010839,6.2412826,0.00085502048
4.364,695.32771,1087.0448,917.92789,0,0.30657902,1.7362525,0.087315513,0.091954605,0.73538524,0.94955019,6.2416243,0.00085433563
4.366,694.40086,1085.851,917.0016,0,0.30640463,1.7360687,0.087199215,0.091886057,0.73465137,0.94899289,6.2419658,0.00085365202
4.368,693.47509,1084.6592,916.0764,0,0.30623046,1.7358851,0.08708319,0.091817629,0.73391836,0.94843649,6.242307,0.00085296964
4.37,692.55041,1083.4692,915.15229,0,0.30605652,1.7357016,0.086967438,0.091749322,0.7331862,0.94788098,6.2426479,0.00085228849
4.372,691.62682,1082.281,914.22927,0,0.30588282,1.7355182,0.086851957,0.091681135,0.73245488,0.94732636,6.2429885,0.00085160858
4.374,690.70432,1081.0947,913.30735,0,0.30570935,1.735335,0.086736746,0.091613069,0.73172441,0.94677263,6.2433289,0.00085092988
4.376,689.7829,1079.9103,912.38651,0,0.3055361,1.7351519,0.086621806,0.091545121,0.73099479,0.94621979,6.243669,0.00085025241
4.378,688.86257,1078.7278,911.46675,0,0.30536309,1.7349689,0.086507134,0.091477293,0.73026601,0.94566783,6.2440088,0.00084957616
4.38,687.94331,1077.547,910.54809,0,0.3051903,1.7347861,0.08639273,0.091409584,0.72953808,0.94511676,6.2443484,0.00084890112
4.382,687.02514,1076.3682,909.6305,0,0.30501775,1.7346034,0.086278593,0.091341993,0.72881099,0.94456657,6.2446877,0.00084822729
4.384,686.10804,1075.1911,908.714,0,0.30484542,1.7344209,0.086164722,0.091274521,0.72808475,0.94401725,6.2450267,0.00084755467
4.386,685.19203,1074.0159,907.79858,0,0.30467331,1.7342385,0.086051117,0.091207167,0.72735934,0.94346881,6.2453655,0.00084688326
4.388,684.27708,1072.8426,906.88424,0,0.30450144,1.7340562,0.085937777,0.09113993,0.72663478,0.94292125,6.2457039,0.00084621305
4.39,683.36322,1071.671,905.97098,0,0.30432979,1.733874,0.0858247,0.091072811,0.72591106,0.94237455,6.2460422,0.00084554404
4.392,682.45043,1070.5013,905.05879,0,0.30415837,1.733692,0.085711886,0.091005809,0.72518817,0.94182873,6.2463801,0.00084487622
4.394,681.53871,1069.3334,904.14768,0,0.30398717,1.7335101,0.085599333,0.090938924,0.72446612,0.94128377,6.2467178,0.0008442096
4.396,680.62806,1068.1674,903.23765,0,0.30381619,1.7333284,0.085487043,0.090872155,0.72374491,0.94073968,6.2470552,0.00084354416
4.398,679.71848,1067.0031,902.32868,0,0.30364544,1.7331468,0.085375012,0.090805503,0.72302453,0.94019646,6.2473924,0.00084287992
4.4,678.80997,1065.8406,901.42079,0,0.30347492,1.7329653,0.085263241,0.090738966,0.72230499,0.93965409,6.2477293,0.00084221685
4.402,677.90252,1064.68,900.51397,0,0.30330461,1.732784,0.085151728,0.090672545,0.72158628,0.93911259,6.2480659,0.00084155497
4.404,676.99614,1063.5211,899.60822,0,0.30313453,1.7326028,0.085040474,0.090606239,0.7208684,0.93857194,6.2484022,0.00084089426
4.406,676.09083,1062.364,898.70353,0,0.30296467,1.7324217,0.084929476,0.090540048,0.72015135,0.93803215,6.2487383,0.00084023473
4.408,675.18657,1061.2088,897.79991,0,0.30279504,1.7322407,0.084818734,0.090473972,0.71943513,0.93749321,6.2490742,0.00083957636
4.41,674.28338,1060.0553,896.89736,0,0.30262562,1.7320599,0.084708248,0.090408011,0.71871975,0.93695512,6.2494097,0.00083891917
4.412,673.38125,1058.9036,895.99586,0,0.30245642,1.7318792,0.084598016,0.090342163,0.71800519,0.93641788,6.249745,0.00083826314
4.414,672.48018,1057.7536,895.09543,0,0.30228745,1.7316987,0.084488038,0.090276429,0.71729145,0.93588148,6.2500801,0.00083760827
4.416,671.58016,1056.6055,894.19606,0,0.30211869,1.7315183,0.084378313,0.090210809,0.71657854,0.93534594,6.2504149,0.00083695456
4.418,670.6812,1055.4591,893.29775,0,0.30195015,1.731338,0.08426884,0.090145302,0.71586646,0.93481123,6.2507494,0.000836302
4.42,669.7833,1054.3145,892.4005,0,0.30178183,1.7311578,0.084159619,0.090079907,0.7151552,0.93427737,6.2510836,0.0008356506
4.422,668.88645,1053.1716,891.50431,0,0.30161373,1.7309778,0.084050647,0.090014626,0.71444477,0.93374434,6.2514176,0.00083500034
4.424,667.99065,1052.0305,890.60916,0,0.30144585,1.7307979,0.083941926,0.089949456,0.71373515,0.93321215,6.2517514,0.00083435123
4.426,667.0959,1050.8912,889.71508,0,0.30127818,1.7306181,0.083833453,0.089884399,0.71302636,0.9326808,6.2520849,0.00083370327
4.428,666.2022,1049.7536,888.82204,0,0.30111073,1.7304385,0.083725228,0.089819453,0.71231839,0.93215028,6.2524181,0.00083305644
4.43,665.30955,1048.6177,887.93006,0,0.3009435,1.730259,0.083617251,0.089754619,0.71161123,0.93162059,6.2527511,0.00083241075
4.432,664.41795,1047.4836,887.03912,0,0.30077648,1.7300796,0.08350952,0.089689896,0.71090489,0.93109172,6.2530838,0.0008317662
4.434,663.52739,1046.3513,886.14924,0,0.30060967,1.7299003,0.083402035,0.089625284,0.71019937,0.93056369,6.2534162,0.00083112277
4.436,662.63787,1045.2206,885.2604,0,0.30044308,1.7297212,0.083294795,0.089560783,0.70949467,0.93003648,6.2537484,0.00083048048
4.438,661.7494,1044.0917,884.37261,0,0.30027671,1.7295422,0.083187798,0.089496391,0.70879078,0.92951009,6.2540803,0.00082983931
4.44,660.86197,1042.9645,883.48586,0,0.30011055,1.7293634,0.083081046,0.08943211,0.7080877,0.92898452,6.254412,0.00082919926
4.442,659.97558,1041.8391,882.60015,0,0.2999446,1.7291846,0.082974535,0.089367939,0.70738544,0.92845977,6.2547434,0.00082856033
4.444,659.09023,1040.7153,881.71549,0,0.29977886,1.729006,0.082868267,0.089303876,0.70668399,0.92793583,6.2550746,0.00082792252
4.446,658.20591,1039.5933,880.83187,0,0.29961334,1.7288275,0.082762239,0.089239923,0.70598334,0.92741271,6.2554055,0.00082728582
4.448,657.32263,1038.473,879.94928,0,0.29944802,1.7286492,0.082656452,0.089176079,0.70528351,0.92689041,6.2557362,0.00082665023
4.45,656.44039,1037.3544,879.06774,0,0.29928292,1.7284709,0.082550905,0.089112344,0.70458449,0.92636891,6.2560666,0.00082601574
4.452,655.55918,1036.2375,878.18723,0,0.29911803,1.7282929,0.082445596,0.089048716,0.70388627,0.92584822,6.2563967,0.00082538236
4.454,654.679,1035.1223,877.30775,0,0.29895335,1.7281149,0.082340525,0.088985197,0.70318887,0.92532834,6.2567266,0.00082475009
4.456,653.79985,1034.0088,876.42931,0,0.29878888,1.727937,0.082235691,0.088921786,0.70249226,0.92480926,6.2570563,0.00082411891
4.458,652.92173,1032.897,875.5519,0,0.29862462,1.7277593,0.082131093,0.088858482,0.70179646,0.92429099,6.2573857,0.00082348882
4.46,652.04464,1031.7869,874.67552,0,0.29846056,1.7275817,0.082026732,0.088795285,0.70110147,0.92377351,6.2577148,0.00082285983
4.462,651.16858,1030.6784,873.80018,0,0.29829672,1.7274043,0.081922605,0.088732195,0.70040728,0.92325683,6.2580437,0.00082223193
4.464,650.29354,1029.5716,872.92586,0,0.29813308,1.7272269,0.081818712,0.088669211,0.69971389,0.92274095,6.2583724,0.00082160512
4.466,649.41953,1028.4666,872.05256,0,0.29796965,1.7270497,0.081715053,0.088606334,0.6990213,0.92222587,6.2587008,0.00082097938
4.468,648.54654,1027.3632,871.1803,0,0.29780643,1.7268726,0.081611627,0.088543563,0.69832951,0.92171158,6.2590289,0.00082035473
4.47,647.67457,1026.2614,870.30906,0,0.29764341,1.7266957,0.081508432,0.088480897,0.69763851,0.92119808,6.2593568,0.00081973116
4.472,646.80363,1025.1613,869.43884,0,0.2974806,1.7265188,0.081405469,0.088418338,0.69694832,0.92068536,6.2596844,0.00081910867
4.474,645.9337,1024.0629,868.56964,0,0.29731799,1.7263421,0.081302737,0.088355883,0.69625892,0.92017344,6.2600118,0.00081848724
4.476,645.06479,1022.9662,867.70146,0,0.29715559,1.7261655,0.081200234,0.088293533,0.69557032,0.9196623,6.260339,0.00081786689
4.478,644.19689,1021.8711,866.83431,0,0.2969934,1.7259891,0.08109796,0.088231288,0.69488251,0.91915194,6.2606659,0.0008172476
4.48,643.33001,1020.7776,865.96817,0,0.2968314,1.7258127,0.080995914,0.088169148,0.6941955,0.91864236,6.2609925,0.00081662938
4.482,642.46415,1019.6858,865.10305,0,0.29666962,1.7256365,0.080894096,0.088107111,0.69350928,0.91813356,6.2613189,0.00081601221
4.484,641.5993,1018.5956,864.23894,0,0.29650803,1.7254604,0.080792505,0.088045178,0.69282385,0.91762554,6.2616451,0.00081539611
4.486,640.73546,1017.5071,863.37585,0,0.29634665,1.7252845,0.080691139,0.087983349,0.69213921,0.9171183,6.261971,0.00081478106
4.488,639.87262,1016.4202,862.51377,0,0.29618547,1.7251086,0.08059,0.087921623,0.69145537,0.91661182,6.2622967,0.00081416706
4.49,639.0108,1015.335,861.6527,0,0.29602449,1.7249329,0.080489085,0.087860001,0.69077231,0.91610612,6.2626221,0.00081355412
4.492,638.14999,1014.2513,860.79264,0,0.29586371,1.7247573,0.080388394,0.087798481,0.69009004,0.91560119,6.2629473,0.00081294222
4.494,637.29018,1013.1693,859.9336,0,0.29570314,1.7245818,0.080287926,0.087737063,0.68940855,0.91509703,6.2632722,0.00081233136
4.496,636.43138,1012.089,859.07556,0,0.29554276,1.7244065,0.080187681,0.087675748,0.68872785,0.91459363,6.2635969,0.00081172155
4.498,635.57358,1011.0102,858.21852,0,0.29538259,1.7242312,0.080087657,0.087614535,0.68804794,0.914091,6.2639213,0.00081111278
4.5,634.71678,1009.9331,857.36249,0,0.29522261,1.7240561,0.079987855,0.087553423,0.68736881,0.91358913,6.2642455,0.00081050504
4.502,633.86099,1008.8575,856.50747,0,0.29506284,1.7238812,0.079888273,0.087492413,0.68669046,0.91308801,6.2645695,0.00080989833
4.504,633.00619,1007.7836,855.65344,0,0.29490326,1.7237063,0.079788911,0.087431504,0.6860129,0.91258766,6.2648932,0.00080929266
4.506,632.15239,1006.7113,854.80042,0,0.29474388,1.7235315,0.079689768,0.087370696,0.68533611,0.91208806,6.2652167,0.00080868801
4.508,631.29959,1005.6406,853.9484,0,0.2945847,1.7233569,0.079590844,0.087309988,0.68466011,0.91158922,6.2655399,0.00080808439
4.51,630.44779,1004.5714,853.09738,0,0.29442571,1.7231824,0.079492137,0.087249381,0.68398488,0.91109113,6.2658629,0.00080748179
4.512,629.59698,1003.5039,852.24735,0,0.29426692,1.7230081,0.079393647,0.087188874,0.68331044,0.91059379,6.2661857,0.00080688021
4.514,628.74716,1002.438,851.39832,0,0.29410833,1.7228338,0.079295374,0.087128467,0.68263677,0.9100972,6.2665082,0.00080627965
4.516,627.89834,1001.3736,850.55029,0,0.29394994,1.7226597,0.079197316,0.087068159,0.68196387,0.90960136,6.2668304,0.0008056801
4.518,627.05051,1000.3108,849.70325,0,0.29379174,1.7224856,0.079099473,0.087007951,0.68129176,0.90910626,6.2671525,0.00080508156
4.52,626.20367,999.24963,848.8572,0,0.29363374,1.7223117,0.079001844,0.086947842,0.68062041,0.9086119,6.2674743,0.00080448403
4.522,625.35781,998.19001,848.01214,0,0.29347593,1.722138,0.078904429,0.086887831,0.67994984,0.90811829,6.2677958,0.00080388751
4.524,624.51295,997.13197,847.16807,0,0.29331831,1.7219643,0.078807226,0.086827919,0.67928004,0.90762541,6.2681171,0.00080329199
