Time (s),Thrust (N),Oxidizer Tank Pressure (kPa),Combustion Chamber Pressure (kPa),Injector Pressure Drop (kPa),Oxidizer Mass (kg),Fuel Mass (kg),Oxidizer Mass Flow Rate (kg/s),Fuel Mass Flow Rate (kg/s),Exhaust Mass Flow Rate (kg/s),Oxidizer to Fuel Ratio,Grain ID (cm),Regression Rate (mm/s)
2.508,1827.4096,3513.9942,2059.3119,0,1.0290194,2.0850669,1.4334575,0.44018521,1.2815374,3.2564873,5.5557641,0.0045958333
2.51,1827.1582,3512.7607,2059.0598,0,1.0261533,2.0841867,1.4330349,0.44009715,1.2814235,3.2561785,5.5576014,0.0045933935
2.512,1826.9066,3511.5272,2058.8076,0,1.0232881,2.0833067,1.4326121,0.44000908,1.2813096,3.2558694,5.5594378,0.0045909559
2.514,1826.6549,3510.2937,2058.5552,0,1.0204237,2.0824268,1.4321891,0.43992099,1.2811956,3.2555599,5.5612732,0.0045885207
2.516,1826.403,3509.0602,2058.3026,0,1.0175602,2.0815472,1.4317661,0.43983289,1.2810816,3.2552501,5.5631076,0.0045860877
2.518,1826.1511,3507.8267,2058.05,0,1.0146975,2.0806677,1.4313429,0.43974478,1.2809675,3.25494,5.5649411,0.004583657
2.52,1825.899,3506.5932,2057.7972,0,1.0118357,2.0797884,1.4309195,0.43965665,1.2808535,3.2546295,5.5667736,0.0045812286
2.522,1825.6467,3505.3598,2057.5442,0,1.0089747,2.0789092,1.430496,0.43956851,1.2807393,3.2543187,5.5686051,0.0045788024
2.524,1825.3943,3504.1263,2057.2912,0,1.0061145,2.0780303,1.4300724,0.43948036,1.2806252,3.2540075,5.5704357,0.0045763785
2.526,1825.1418,3502.8928,2057.038,0,1.0032552,2.0771515,1.4296486,0.43939219,1.2805109,3.253696,5.5722652,0.0045739568
2.528,1824.8891,3501.6593,2056.7846,0,1.0003968,2.0762729,1.4292247,0.43930401,1.2803967,3.2533842,5.5740939,0.0045715373
2.53,1824.6363,3500.4258,2056.5311,0,0.99753917,2.0753944,1.4288007,0.43921582,1.2802824,3.253072,5.5759215,0.0045691201
2.532,1824.3833,3499.1923,2056.2775,0,0.99468242,2.0745162,1.4283765,0.43912761,1.280168,3.2527595,5.5777482,0.0045667051
2.534,1824.1303,3497.9588,2056.0237,0,0.99182651,2.0736381,1.4279522,0.43903938,1.2800536,3.2524467,5.5795739,0.0045642924
2.536,1823.877,3496.7253,2055.7698,0,0.98897146,2.0727602,1.4275277,0.43895115,1.2799392,3.2521335,5.5813987,0.0045618819
2.538,1823.6237,3495.4918,2055.5158,0,0.98611725,2.0718825,1.4271031,0.43886289,1.2798247,3.25182,5.5832225,0.0045594736
2.54,1823.3702,3494.2584,2055.2616,0,0.98326389,2.0710049,1.4266784,0.43877463,1.2797102,3.2515061,5.5850453,0.0045570675
2.542,1823.1166,3493.0249,2055.0073,0,0.98041139,2.0701276,1.4262535,0.43868635,1.2795957,3.2511919,5.5868671,0.0045546636
2.544,1822.8628,3491.7914,2054.7528,0,0.97755973,2.0692504,1.4258285,0.43859806,1.2794811,3.2508774,5.588688,0.0045522619
2.546,1822.6089,3490.5579,2054.4982,0,0.97470892,2.0683733,1.4254033,0.43850975,1.2793664,3.2505625,5.590508,0.0045498624
2.548,1822.3548,3489.3244,2054.2435,0,0.97185897,2.0674965,1.424978,0.43842142,1.2792518,3.2502473,5.592327,0.0045474651
2.55,1822.1006,3488.0909,2053.9886,0,0.96900986,2.0666198,1.4245526,0.43833309,1.279137,3.2499317,5.594145,0.0045450701
2.552,1821.8463,3486.8574,2053.7336,0,0.96616161,2.0657433,1.424127,0.43824474,1.2790223,3.2496158,5.5959621,0.0045426771
2.554,1821.5919,3485.6239,2053.4785,0,0.9633142,2.064867,1.4237013,0.43815637,1.2789075,3.2492996,5.5977782,0.0045402864
2.556,1821.3373,3484.3904,2053.2232,0,0.96046765,2.0639909,1.4232754,0.43806799,1.2787926,3.248983,5.5995934,0.0045378979
2.558,1821.0825,3483.157,2052.9678,0,0.95762195,2.0631149,1.4228495,0.43797959,1.2786777,3.2486661,5.6014076,0.0045355115
2.56,1820.8277,3481.9235,2052.7122,0,0.95477711,2.0622392,1.4224233,0.43789118,1.2785628,3.2483488,5.6032208,0.0045331273
2.562,1820.5727,3480.69,2052.4565,0,0.95193311,2.0613635,1.421997,0.43780276,1.2784478,3.2480312,5.6050331,0.0045307452
2.564,1820.3175,3479.4565,2052.2007,0,0.94908997,2.0604881,1.4215706,0.43771432,1.2783328,3.2477133,5.6068445,0.0045283653
2.566,1820.0622,3478.223,2051.9447,0,0.94624768,2.0596129,1.421144,0.43762587,1.2782177,3.247395,5.6086548,0.0045259876
2.568,1819.8068,3476.9895,2051.6886,0,0.94340625,2.0587378,1.4207173,0.4375374,1.2781026,3.2470764,5.6104643,0.004523612
2.57,1819.5512,3475.756,2051.4323,0,0.94056567,2.0578629,1.4202905,0.43744891,1.2779875,3.2467574,5.6122728,0.0045212386
2.572,1819.2955,3474.5225,2051.176,0,0.93772594,2.0569882,1.4198635,0.43736041,1.2778723,3.2464381,5.6140803,0.0045188673
2.574,1819.0397,3473.289,2050.9194,0,0.93488707,2.0561136,1.4194364,0.4372719,1.2777571,3.2461185,5.6158869,0.0045164981
2.576,1818.7837,3472.0555,2050.6628,0,0.93204905,2.0552393,1.4190091,0.43718337,1.2776418,3.2457985,5.6176926,0.004514131
2.578,1818.5276,3470.8221,2050.406,0,0.92921189,2.0543651,1.4185817,0.43709483,1.2775265,3.2454782,5.6194973,0.0045117661
2.58,1818.2714,3469.5886,2050.149,0,0.92637558,2.0534911,1.4181542,0.43700627,1.2774112,3.2451575,5.6213011,0.0045094033
2.582,1818.015,3468.3551,2049.892,0,0.92354013,2.0526172,1.4177265,0.43691769,1.2772958,3.2448365,5.6231039,0.0045070427
2.584,1817.7585,3467.1216,2049.6348,0,0.92070553,2.0517436,1.4172986,0.4368291,1.2771803,3.2445152,5.6249057,0.0045046841
2.586,1817.5018,3465.8881,2049.3774,0,0.91787179,2.0508701,1.4168707,0.4367405,1.2770648,3.2441935,5.6267067,0.0045023276
2.588,1817.245,3464.6546,2049.1199,0,0.9150389,2.0499968,1.4164425,0.43665187,1.2769493,3.2438715,5.6285067,0.0044999733
2.59,1816.9881,3463.4211,2048.8623,0,0.91220687,2.0491237,1.4160143,0.43656324,1.2768338,3.2435491,5.6303057,0.004497621
2.592,1816.731,3462.1876,2048.6045,0,0.9093757,2.0482507,1.4155859,0.43647459,1.2767182,3.2432264,5.6321038,0.0044952709
2.594,1816.4738,3460.9541,2048.3466,0,0.90654539,2.0473779,1.4151573,0.43638592,1.2766025,3.2429033,5.633901,0.0044929228
2.596,1816.2165,3459.7207,2048.0886,0,0.90371593,2.0465053,1.4147287,0.43629723,1.2764868,3.2425799,5.6356972,0.0044905768
2.598,1815.959,3458.4872,2047.8304,0,0.90088733,2.0456329,1.4142998,0.43620853,1.2763711,3.2422562,5.6374925,0.0044882329
2.6,1815.7013,3457.2537,2047.5721,0,0.89805959,2.0447607,1.4138709,0.43611982,1.2762553,3.2419321,5.6392869,0.0044858911
2.602,1815.4436,3456.0202,2047.3136,0,0.89523271,2.0438886,1.4134417,0.43603109,1.2761395,3.2416077,5.6410803,0.0044835514
2.604,1815.1857,3454.7867,2047.055,0,0.89240668,2.0430167,1.4130125,0.43594234,1.2760236,3.241283,5.6428728,0.0044812137
2.606,1814.9276,3453.5532,2046.7963,0,0.88958151,2.042145,1.4125831,0.43585358,1.2759077,3.2409579,5.6446643,0.0044788781
2.608,1814.6695,3452.3197,2046.5375,0,0.88675721,2.0412735,1.4121535,0.4357648,1.2757918,3.2406324,5.6464549,0.0044765445
2.61,1814.4112,3451.0862,2046.2784,0,0.88393376,2.0404021,1.4117239,0.43567601,1.2756758,3.2403067,5.6482446,0.004474213
2.612,1814.1527,3449.8527,2046.0193,0,0.88111117,2.039531,1.411294,0.43558719,1.2755598,3.2399805,5.6500334,0.0044718836
2.614,1813.8941,3448.6193,2045.76,0,0.87828944,2.03866,1.4108641,0.43549837,1.2754437,3.2396541,5.6518212,0.0044695562
2.616,1813.6354,3447.3858,2045.5006,0,0.87546858,2.0377892,1.4104339,0.43540952,1.2753276,3.2393273,5.6536081,0.0044672308
2.618,1813.3765,3446.1523,2045.241,0,0.87264857,2.0369185,1.4100037,0.43532066,1.2752115,3.2390001,5.6553941,0.0044649075
2.62,1813.1175,3444.9188,2044.9814,0,0.86982942,2.0360481,1.4095733,0.43523179,1.2750953,3.2386726,5.6571791,0.0044625862
2.622,1812.8584,3443.6853,2044.7215,0,0.86701114,2.0351778,1.4091427,0.4351429,1.2749791,3.2383448,5.6589632,0.004460267
2.624,1812.5991,3442.4518,2044.4616,0,0.86419371,2.0343077,1.408712,0.43505399,1.2748628,3.2380166,5.6607464,0.0044579497
2.626,1812.3397,3441.2183,2044.2014,0,0.86137715,2.0334377,1.4082812,0.43496506,1.2747465,3.2376881,5.6625286,0.0044556345
2.628,1812.0802,3439.9848,2043.9412,0,0.85856145,2.032568,1.4078502,0.43487612,1.2746301,3.2373592,5.66431,0.0044533213
2.63,1811.8205,3438.7513,2043.6808,0,0.85574661,2.0316984,1.4074191,0.43478716,1.2745137,3.23703,5.6660904,0.0044510101
2.632,1811.5607,3437.5179,2043.4203,0,0.85293264,2.030829,1.4069878,0.43469819,1.2743973,3.2367005,5.6678699,0.004448701
2.634,1811.3007,3436.2844,2043.1596,0,0.85011952,2.0299598,1.4065564,0.4346092,1.2742808,3.2363706,5.6696484,0.0044463938
2.636,1811.0406,3435.0509,2042.8988,0,0.84730727,2.0290907,1.4061249,0.43452019,1.2741642,3.2360404,5.671426,0.0044440886
2.638,1810.7804,3433.8174,2042.6379,0,0.84449589,2.0282219,1.4056932,0.43443116,1.2740477,3.2357098,5.6732028,0.0044417855
2.64,1810.52,3432.5839,2042.3768,0,0.84168536,2.0273532,1.4052613,0.43434212,1.2739311,3.2353789,5.6749786,0.0044394843
2.642,1810.2595,3431.3504,2042.1156,0,0.83887571,2.0264847,1.4048293,0.43425306,1.2738144,3.2350476,5.6767534,0.0044371851
2.644,1809.9988,3430.1169,2041.8543,0,0.83606691,2.0256164,1.4043972,0.43416398,1.2736977,3.234716,5.6785274,0.0044348879
2.646,1809.738,3428.8834,2041.5928,0,0.83325898,2.0247482,1.4039649,0.43407489,1.273581,3.2343841,5.6803004,0.0044325927
2.648,1809.4771,3427.6499,2041.3312,0,0.83045192,2.0238802,1.4035325,0.43398578,1.2734642,3.2340518,5.6820725,0.0044302994
2.65,1809.216,3426.4164,2041.0694,0,0.82764572,2.0230125,1.4030999,0.43389665,1.2733474,3.2337191,5.6838437,0.0044280081
2.652,1808.9548,3425.183,2040.8075,0,0.82484038,2.0221448,1.4026672,0.43380751,1.2732305,3.2333862,5.685614,0.0044257188
2.654,1808.6935,3423.9495,2040.5455,0,0.82203591,2.0212774,1.4022343,0.43371835,1.2731136,3.2330528,5.6873834,0.0044234315
2.656,1808.432,3422.716,2040.2833,0,0.81923231,2.0204101,1.4018013,0.43362917,1.2729967,3.2327192,5.6891519,0.0044211461
2.658,1808.1704,3421.4825,2040.021,0,0.81642957,2.0195431,1.4013682,0.43353997,1.2728797,3.2323852,5.6909194,0.0044188626
2.66,1807.9086,3420.249,2039.7585,0,0.8136277,2.0186762,1.4009349,0.43345076,1.2727627,3.2320508,5.692686,0.0044165811
2.662,1807.6467,3419.0155,2039.4959,0,0.8108267,2.0178094,1.4005014,0.43336153,1.2726456,3.2317161,5.6944518,0.0044143016
2.664,1807.3847,3417.782,2039.2332,0,0.80802657,2.0169429,1.4000678,0.43327228,1.2725285,3.2313811,5.6962166,0.004412024
2.666,1807.1226,3416.5485,2038.9703,0,0.8052273,2.0160765,1.3996341,0.43318301,1.2724113,3.2310457,5.6979805,0.0044097483
2.668,1806.8602,3415.315,2038.7073,0,0.8024289,2.0152103,1.3992002,0.43309373,1.2722941,3.23071,5.6997435,0.0044074746
2.67,1806.5978,3414.0816,2038.4442,0,0.79963136,2.0143443,1.3987662,0.43300443,1.2721769,3.2303739,5.7015055,0.0044052028
2.672,1806.3352,3412.8481,2038.1809,0,0.7968347,2.0134785,1.398332,0.43291511,1.2720596,3.2300375,5.7032667,0.004402933
2.674,1806.0725,3411.6146,2037.9175,0,0.79403891,2.0126129,1.3978977,0.43282577,1.2719423,3.2297007,5.705027,0.004400665
2.676,1805.8096,3410.3811,2037.6539,0,0.79124398,2.0117474,1.3974632,0.43273641,1.2718249,3.2293636,5.7067863,0.004398399
2.678,1805.5467,3409.1476,2037.3902,0,0.78844992,2.0108821,1.3970286,0.43264704,1.2717075,3.2290261,5.7085448,0.0043961349
2.68,1805.2835,3407.9141,2037.1264,0,0.78565673,2.010017,1.3965938,0.43255765,1.2715901,3.2286883,5.7103023,0.0043938727
2.682,1805.0203,3406.6806,2036.8624,0,0.78286442,2.009152,1.3961589,0.43246824,1.2714726,3.2283502,5.712059,0.0043916124
2.684,1804.7568,3405.4471,2036.5983,0,0.78007297,2.0082873,1.3957239,0.43237881,1.2713551,3.2280117,5.7138147,0.004389354
2.686,1804.4933,3404.2136,2036.334,0,0.77728239,2.0074227,1.3952887,0.43228937,1.2712375,3.2276729,5.7155696,0.0043870975
2.688,1804.2296,3402.9802,2036.0697,0,0.77449268,2.0065583,1.3948533,0.4321999,1.2711199,3.2273337,5.7173235,0.0043848429
2.69,1803.9658,3401.7467,2035.8051,0,0.77170385,2.0056941,1.3944178,0.43211042,1.2710022,3.2269942,5.7190765,0.0043825902
2.692,1803.7018,3400.5132,2035.5405,0,0.76891588,2.00483,1.3939822,0.43202092,1.2708845,3.2266543,5.7208287,0.0043803393
2.694,1803.4377,3399.2797,2035.2757,0,0.76612879,2.0039662,1.3935464,0.43193141,1.2707668,3.2263141,5.7225799,0.0043780904
2.696,1803.1735,3398.0462,2035.0107,0,0.76334257,2.0031025,1.3931104,0.43184187,1.270649,3.2259735,5.7243302,0.0043758433
2.698,1802.9091,3396.8127,2034.7456,0,0.76055722,2.002239,1.3926743,0.43175231,1.2705312,3.2256326,5.7260797,0.0043735981
2.7,1802.6446,3395.5792,2034.4804,0,0.75777275,2.0013757,1.3922381,0.43166274,1.2704133,3.2252914,5.7278282,0.0043713548
2.702,1802.38,3394.3457,2034.2151,0,0.75498914,2.0005125,1.3918017,0.43157315,1.2702954,3.2249498,5.7295759,0.0043691134
2.704,1802.1152,3393.1122,2033.9496,0,0.75220641,1.9996495,1.3913652,0.43148354,1.2701775,3.2246078,5.7313226,0.0043668738
2.706,1801.8502,3391.8788,2033.6839,0,0.74942455,1.9987868,1.3909285,0.43139391,1.2700595,3.2242655,5.7330685,0.004364636
2.708,1801.5852,3390.6453,2033.4182,0,0.74664357,1.9979241,1.3904917,0.43130426,1.2699415,3.2239229,5.7348134,0.0043624002
2.71,1801.32,3389.4118,2033.1523,0,0.74386346,1.9970617,1.3900547,0.43121459,1.2698234,3.2235799,5.7365575,0.0043601662
2.712,1801.0546,3388.1783,2032.8862,0,0.74108423,1.9961995,1.3896176,0.43112491,1.2697053,3.2232366,5.7383007,0.004357934
2.714,1800.7892,3386.9448,2032.62,0,0.73830587,1.9953374,1.3891803,0.4310352,1.2695871,3.2228929,5.740043,0.0043557036
2.716,1800.5235,3385.7113,2032.3537,0,0.73552838,1.9944755,1.3887429,0.43094548,1.2694689,3.2225489,5.7417843,0.0043534752
2.718,1800.2578,3384.4778,2032.0872,0,0.73275177,1.9936138,1.3883053,0.43085574,1.2693507,3.2222045,5.7435248,0.0043512485
2.72,1799.9919,3383.2443,2031.8206,0,0.72997604,1.9927523,1.3878676,0.43076598,1.2692324,3.2218598,5.7452645,0.0043490237
2.722,1799.7259,3382.0108,2031.5539,0,0.72720118,1.9918909,1.3874297,0.4306762,1.2691141,3.2215147,5.7470032,0.0043468007
2.724,1799.4597,3380.7773,2031.287,0,0.72442719,1.9910297,1.3869917,0.4305864,1.2689957,3.2211693,5.748741,0.0043445795
2.726,1799.1934,3379.5439,2031.02,0,0.72165409,1.9901687,1.3865535,0.43049658,1.2688773,3.2208235,5.750478,0.0043423602
2.728,1798.9269,3378.3104,2030.7529,0,0.71888185,1.9893079,1.3861152,0.43040674,1.2687589,3.2204774,5.752214,0.0043401426
2.73,1798.6604,3377.0769,2030.4856,0,0.7161105,1.9884473,1.3856767,0.43031688,1.2686404,3.220131,5.7539492,0.0043379269
2.732,1798.3936,3375.8434,2030.2181,0,0.71334003,1.9875868,1.3852381,0.43022701,1.2685219,3.2197842,5.7556835,0.004335713
2.734,1798.1268,3374.6099,2029.9506,0,0.71057043,1.9867266,1.3847993,0.43013711,1.2684033,3.219437,5.7574169,0.0043335009
2.736,1797.8598,3373.3764,2029.6829,0,0.70780171,1.9858665,1.3843604,0.43004719,1.2682847,3.2190895,5.7591494,0.0043312906
2.738,1797.5926,3372.1429,2029.415,0,0.70503386,1.9850066,1.3839213,0.42995726,1.268166,3.2187416,5.760881,0.0043290821
2.74,1797.3254,3370.9094,2029.147,0,0.7022669,1.9841468,1.3834821,0.4298673,1.2680473,3.2183934,5.7626118,0.0043268754
2.742,1797.0579,3369.6759,2028.8789,0,0.69950081,1.9832873,1.3830427,0.42977733,1.2679286,3.2180449,5.7643416,0.0043246705
2.744,1796.7904,3368.4425,2028.6106,0,0.69673561,1.9824279,1.3826032,0.42968734,1.2678098,3.217696,5.7660706,0.0043224674
2.746,1796.5227,3367.209,2028.3422,0,0.69397128,1.9815687,1.3821636,0.42959732,1.267691,3.2173468,5.7677987,0.004320266
2.748,1796.2549,3365.9755,2028.0737,0,0.69120783,1.9807097,1.3817237,0.42950729,1.2675721,3.2169972,5.769526,0.0043180665
2.75,1795.9869,3364.742,2027.805,0,0.68844526,1.9798509,1.3812838,0.42941724,1.2674532,3.2166472,5.7712523,0.0043158687
2.752,1795.7188,3363.5085,2027.5362,0,0.68568358,1.9789922,1.3808436,0.42932716,1.2673343,3.2162969,5.7729778,0.0043136727
2.754,1795.4505,3362.275,2027.2672,0,0.68292277,1.9781337,1.3804034,0.42923707,1.2672153,3.2159463,5.7747024,0.0043114784
2.756,1795.1822,3361.0415,2026.9981,0,0.68016285,1.9772754,1.3799629,0.42914696,1.2670963,3.2155953,5.7764261,0.004309286
2.758,1794.9136,3359.808,2026.7289,0,0.6774038,1.9764173,1.3795224,0.42905682,1.2669772,3.215244,5.7781489,0.0043070952
2.76,1794.645,3358.5745,2026.4595,0,0.67464564,1.9755594,1.3790816,0.42896667,1.2668581,3.2148923,5.7798709,0.0043049063
2.762,1794.3762,3357.3411,2026.19,0,0.67188836,1.9747016,1.3786408,0.4288765,1.2667389,3.2145402,5.781592,0.0043027191
2.764,1794.1072,3356.1076,2025.9204,0,0.66913196,1.9738441,1.3781997,0.4287863,1.2666197,3.2141878,5.7833122,0.0043005336
2.766,1793.8382,3354.8741,2025.6506,0,0.66637644,1.9729867,1.3777585,0.42869609,1.2665005,3.2138351,5.7850315,0.0042983499
2.768,1793.5689,3353.6406,2025.3806,0,0.6636218,1.9721295,1.3773172,0.42860585,1.2663812,3.213482,5.78675,0.004296168
2.77,1793.2996,3352.4071,2025.1106,0,0.66086805,1.9712724,1.3768757,0.4285156,1.2662619,3.2131286,5.7884676,0.0042939877
2.772,1793.0301,3351.1736,2024.8404,0,0.65811519,1.9704156,1.3764341,0.42842532,1.2661425,3.2127748,5.7901843,0.0042918092
2.774,1792.7605,3349.9401,2024.57,0,0.6553632,1.9695589,1.3759923,0.42833503,1.2660231,3.2124207,5.7919002,0.0042896325
2.776,1792.4907,3348.7066,2024.2995,0,0.6526121,1.9687024,1.3755503,0.42824471,1.2659037,3.2120662,5.7936151,0.0042874575
2.778,1792.2208,3347.4731,2024.0289,0,0.64986188,1.9678461,1.3751083,0.42815438,1.2657842,3.2117113,5.7953293,0.0042852842
2.78,1791.9507,3346.2396,2023.7581,0,0.64711255,1.96699,1.374666,0.42806402,1.2656647,3.2113561,5.7970425,0.0042831126
2.782,1791.6805,3345.0062,2023.4872,0,0.6443641,1.966134,1.3742236,0.42797364,1.2655451,3.2110006,5.7987549,0.0042809427
2.784,1791.4102,3343.7727,2023.2162,0,0.64161654,1.9652783,1.3737811,0.42788324,1.2654255,3.2106447,5.8004664,0.0042787746
2.786,1791.1397,3342.5392,2022.945,0,0.63886987,1.9644227,1.3733384,0.42779282,1.2653058,3.2102884,5.802177,0.0042766082
2.788,1790.8691,3341.3057,2022.6737,0,0.63612407,1.9635673,1.3728955,0.42770238,1.2651861,3.2099319,5.8038868,0.0042744434
2.79,1790.5984,3340.0722,2022.4022,0,0.63337917,1.962712,1.3724525,0.42761192,1.2650664,3.2095749,5.8055957,0.0042722804
2.792,1790.3275,3338.8387,2022.1306,0,0.63063515,1.961857,1.3720093,0.42752144,1.2649466,3.2092176,5.8073038,0.0042701191
2.794,1790.0565,3337.6052,2021.8589,0,0.62789202,1.9610021,1.371566,0.42743093,1.2648268,3.20886,5.809011,0.0042679595
2.796,1789.7853,3336.3717,2021.587,0,0.62514977,1.9601475,1.3711225,0.42734041,1.2647069,3.2085019,5.8107173,0.0042658016
2.798,1789.514,3335.1382,2021.315,0,0.62240842,1.959293,1.3706789,0.42724986,1.264587,3.2081436,5.8124227,0.0042636453
2.8,1789.2426,3333.9048,2021.0428,0,0.61966795,1.9584386,1.3702351,0.4271593,1.2644671,3.2077849,5.8141273,0.0042614908
2.802,1788.971,3321.1355,2020.7705,0,0.61692836,1.9575845,1.3697912,0.42706871,1.2643471,3.2074258,5.8158311,0.0042593379
2.804,1793.6322,3310.5329,2018.831,0,0.61606171,1.9571336,0.43332645,0.22546182,1.4263819,1.9219504,5.8167302,0.0022479679
2.806,1791.7139,3304.6805,2016.893,0,0.61519727,1.9566833,0.43222091,0.22513857,1.4253435,1.9197995,5.817628,0.0022443979
2.808,1789.7969,3298.8387,2014.9563,0,0.61433503,1.9562337,0.43111803,0.22481573,1.4243054,1.9176506,5.8185243,0.0022408338
2.81,1787.8814,3293.0075,2013.0211,0,0.613475,1.9557847,0.43001782,0.22449333,1.4232677,1.9155038,5.8194193,0.0022372755
2.812,1785.9672,3287.1869,2011.0873,0,0.61261716,1.9553363,0.42892026,0.22417135,1.4222302,1.913359,5.8203127,0.0022337231
2.814,1784.0544,3281.3769,2009.1549,0,0.61176151,1.9548886,0.42782537,0.2238498,1.4211929,1.9112162,5.8212048,0.0022301767
2.816,1782.143,3275.5775,2007.2239,0,0.61090804,1.9544416,0.42673313,0.22352867,1.420156,1.9090756,5.8220955,0.0022266361
2.818,1780.233,3269.7887,2005.2944,0,0.61005675,1.9539952,0.42564355,0.22320797,1.4191193,1.906937,5.8229847,0.0022231014
2.82,1778.3244,3264.0106,2003.3663,0,0.60920764,1.9535494,0.42455661,0.22288771,1.4180829,1.9048005,5.8238725,0.0022195726
2.822,1776.4172,3258.2431,2001.4396,0,0.60836069,1.9531043,0.42347233,0.22256787,1.4170468,1.9026661,5.824759,0.0022160497
2.824,1774.5114,3252.4862,1999.5143,0,0.60751591,1.9526598,0.4223907,0.22224846,1.4160109,1.9005337,5.825644,0.0022125326
2.826,1772.6068,3246.74,1997.5905,0,0.60667329,1.9522159,0.42131171,0.22192948,1.414976,1.8984035,5.8265276,0.0022090215
2.828,1770.7034,3241.0045,1995.6681,0,0.60583282,1.9517727,0.42023537,0.22161094,1.4139434,1.8962754,5.8274098,0.0022055163
2.83,1768.8014,3235.2796,1993.7471,0,0.6049945,1.9513301,0.41916167,0.22129282,1.412911,1.8941494,5.8282906,0.0022020169
2.832,1766.9008,3229.5653,1991.8275,0,0.60415831,1.9508881,0.41809061,0.22097514,1.4118789,1.8920255,5.82917,0.0021985235
2.834,1765.0016,3223.8618,1989.9093,0,0.60332427,1.9504468,0.41702218,0.22065789,1.4108471,1.8899038,5.830048,0.0021950359
2.836,1763.1038,3218.1689,1987.9925,0,0.60249236,1.9500061,0.41595639,0.22034108,1.4098155,1.8877841,5.8309246,0.0021915542
2.838,1761.2074,3212.4866,1986.0772,0,0.60166257,1.9495661,0.41489324,0.2200247,1.4087842,1.8856667,5.8317999,0.0021880785
2.84,1759.3123,3206.8151,1984.1633,0,0.60083491,1.9491267,0.41383271,0.21970875,1.4077531,1.8835513,5.8326737,0.0021846086
2.842,1757.4187,3201.1542,1982.2507,0,0.60000936,1.9486879,0.41277482,0.21939324,1.4067224,1.8814381,5.8335462,0.0021811446
2.844,1755.5265,3195.504,1980.3396,0,0.59918592,1.9482497,0.41171955,0.21907817,1.4056918,1.8793271,5.8344172,0.0021776865
2.846,1753.6356,3189.8645,1978.43,0,0.59836458,1.9478122,0.4106669,0.21876353,1.4046616,1.8772182,5.8352869,0.0021742342
2.848,1751.7461,3184.2358,1976.5217,0,0.59754535,1.9473753,0.40961687,0.21844934,1.4036316,1.8751115,5.8361553,0.0021707879
2.85,1749.8581,3178.6177,1974.6149,0,0.59672821,1.946939,0.40856946,0.21813557,1.4026019,1.873007,5.8370222,0.0021673475
2.852,1747.9714,3173.0103,1972.7094,0,0.59591316,1.9465034,0.40752467,0.21782225,1.4015725,1.8709047,5.8378878,0.0021639129
2.854,1746.0861,3167.4135,1970.8054,0,0.5951002,1.9460684,0.40648248,0.21750937,1.4005433,1.8688045,5.8387519,0.0021604842
2.856,1744.2022,3161.8276,1968.9028,0,0.59428931,1.945634,0.40544291,0.21719692,1.3995144,1.8667065,5.8396148,0.0021570615
2.858,1742.3198,3156.2523,1967.0016,0,0.5934805,1.9452002,0.40440595,0.21688491,1.3984857,1.8646108,5.8404762,0.0021536446
2.86,1740.4386,3150.6877,1965.1019,0,0.59267375,1.9447671,0.40337159,0.21657335,1.3974573,1.8625172,5.8413363,0.0021502335
2.862,1738.5589,3145.1338,1963.2035,0,0.59186908,1.9443345,0.40233983,0.21626222,1.3964292,1.8604259,5.8421951,0.0021468284
2.864,1736.6806,3139.5906,1961.3066,0,0.59106645,1.9439026,0.40131067,0.21595154,1.3954013,1.8583367,5.8430524,0.0021434292
2.866,1734.8037,3134.0582,1959.411,0,0.59026589,1.9434714,0.40028411,0.2156413,1.3943737,1.8562498,5.8439084,0.0021400358
